VotersAmount,WantedMeanIQ,HackMode,ForcedWrongVotersPercentage,NaiveCrowdIQ,FactorCrowdIQ
1,0.5,ForceWrong,0.53,0.236,0.237
1,0.5,ForceWrong,0.54,0.229,0.23
1,0.5,ForceWrong,0.55,0.225,0.225
1,0.5,ForceWrong,0.56,0.221,0.219
1,0.5,ForceWrong,0.57,0.215,0.216
1,0.5,ForceWrong,0.58,0.211,0.211
1,0.5,ForceWrong,0.59,0.204,0.206
1,0.5,ForceWrong,0.6,0.199,0.2
1,0.5,ForceWrong,0.61,0.194,0.195
1,0.5,ForceWrong,0.62,0.19,0.191
1,0.5,ForceWrong,0.63,0.185,0.184
1,0.5,ForceWrong,0.64,0.182,0.18
1,0.5,ForceWrong,0.65,0.176,0.176
1,0.5,ForceWrong,0.66,0.17,0.172
1,0.5,ForceWrong,0.67,0.165,0.165
1,0.5,ForceWrong,0.68,0.161,0.16
1,0.5,ForceWrong,0.69,0.154,0.154
1,0.5,ForceWrong,0.7,0.151,0.151
1,0.5,ForceWrong,0.71,0.145,0.145
1,0.5,ForceWrong,0.72,0.14,0.141
1,0.5,ForceWrong,0.73,0.135,0.135
1,0.5,ForceWrong,0.74,0.131,0.131
1,0.5,ForceWrong,0.75,0.124,0.127
1,0.5,ForceWrong,0.76,0.121,0.12
1,0.5,ForceWrong,0.77,0.115,0.115
1,0.5,ForceWrong,0.78,0.109,0.109
1,0.5,ForceWrong,0.79,0.104,0.104
1,0.5,ForceWrong,0.8,0.101,0.101
1,0.5,ForceWrong,0.81,0.095,0.097
1,0.5,ForceWrong,0.82,0.091,0.089
1,0.5,ForceWrong,0.83,0.085,0.085
1,0.5,ForceWrong,0.84,0.079,0.081
1,0.5,ForceWrong,0.85,0.074,0.077
1,0.5,ForceWrong,0.86,0.07,0.068
1,0.5,ForceWrong,0.87,0.065,0.063
1,0.5,ForceWrong,0.88,0.06,0.06
1,0.5,ForceWrong,0.89,0.056,0.053
1,0.5,ForceWrong,0.9,0.049,0.051
1,0.5,ForceWrong,0.91,0.044,0.045
1,0.5,ForceWrong,0.92,0.042,0.039
1,0.5,ForceWrong,0.93,0.034,0.035
1,0.5,ForceWrong,0.94,0.03,0.029
1,0.5,ForceWrong,0.95,0.025,0.024
1,0.5,ForceWrong,0.96,0.021,0.019
1,0.5,ForceWrong,0.97,0.016,0.015
1,0.5,ForceWrong,0.98,0.01,0.011
1,0.5,ForceWrong,0.99,0.006,0.006
1,0.5,ForceWrong,1,0,0
1,0.51,ForceRandom,0,0.509,0.51
1,0.51,ForceRandom,0.01,0.509,0.511
1,0.51,ForceRandom,0.02,0.511,0.511
1,0.51,ForceRandom,0.03,0.51,0.509
1,0.51,ForceRandom,0.04,0.509,0.51
1,0.51,ForceRandom,0.05,0.509,0.509
1,0.51,ForceRandom,0.06,0.509,0.509
1,0.51,ForceRandom,0.07,0.507,0.511
1,0.51,ForceRandom,0.08,0.51,0.51
1,0.51,ForceRandom,0.09,0.51,0.509
1,0.51,ForceRandom,0.1,0.51,0.509
1,0.51,ForceRandom,0.11,0.509,0.509
1,0.51,ForceRandom,0.12,0.509,0.508
1,0.51,ForceRandom,0.13,0.509,0.509
1,0.51,ForceRandom,0.14,0.51,0.508
1,0.51,ForceRandom,0.15,0.508,0.509
1,0.51,ForceRandom,0.16,0.509,0.508
1,0.51,ForceRandom,0.17,0.507,0.508
1,0.51,ForceRandom,0.18,0.509,0.509
1,0.51,ForceRandom,0.19,0.508,0.509
1,0.51,ForceRandom,0.2,0.509,0.507
1,0.51,ForceRandom,0.21,0.508,0.509
1,0.51,ForceRandom,0.22,0.507,0.507
1,0.51,ForceRandom,0.23,0.507,0.508
1,0.51,ForceRandom,0.24,0.507,0.509
1,0.51,ForceRandom,0.25,0.508,0.508
1,0.51,ForceRandom,0.26,0.508,0.507
1,0.51,ForceRandom,0.27,0.508,0.508
1,0.51,ForceRandom,0.28,0.507,0.505
1,0.51,ForceRandom,0.29,0.507,0.508
1,0.51,ForceRandom,0.3,0.506,0.505
1,0.51,ForceRandom,0.31,0.505,0.507
1,0.51,ForceRandom,0.32,0.506,0.508
1,0.51,ForceRandom,0.33,0.507,0.507
1,0.51,ForceRandom,0.34,0.508,0.507
1,0.51,ForceRandom,0.35,0.507,0.506
1,0.51,ForceRandom,0.36,0.506,0.508
1,0.51,ForceRandom,0.37,0.507,0.506
1,0.51,ForceRandom,0.38,0.505,0.504
1,0.51,ForceRandom,0.39,0.506,0.507
1,0.51,ForceRandom,0.4,0.506,0.505
1,0.51,ForceRandom,0.41,0.505,0.506
1,0.51,ForceRandom,0.42,0.506,0.507
1,0.51,ForceRandom,0.43,0.506,0.506
1,0.51,ForceRandom,0.44,0.507,0.506
1,0.51,ForceRandom,0.45,0.506,0.506
1,0.51,ForceRandom,0.46,0.507,0.507
1,0.51,ForceRandom,0.47,0.505,0.505
1,0.51,ForceRandom,0.48,0.505,0.505
1,0.51,ForceRandom,0.49,0.504,0.505
1,0.51,ForceRandom,0.5,0.506,0.504
1,0.51,ForceRandom,0.51,0.506,0.505
1,0.51,ForceRandom,0.52,0.506,0.506
1,0.51,ForceRandom,0.53,0.506,0.504
1,0.51,ForceRandom,0.54,0.505,0.505
1,0.51,ForceRandom,0.55,0.504,0.504
1,0.51,ForceRandom,0.56,0.503,0.506
1,0.51,ForceRandom,0.57,0.504,0.504
1,0.51,ForceRandom,0.58,0.506,0.504
1,0.51,ForceRandom,0.59,0.504,0.504
1,0.51,ForceRandom,0.6,0.504,0.503
1,0.51,ForceRandom,0.61,0.504,0.503
1,0.51,ForceRandom,0.62,0.504,0.505
1,0.51,ForceRandom,0.63,0.504,0.504
1,0.51,ForceRandom,0.64,0.504,0.506
1,0.51,ForceRandom,0.65,0.504,0.504
1,0.51,ForceRandom,0.66,0.503,0.502
1,0.51,ForceRandom,0.67,0.503,0.505
1,0.51,ForceRandom,0.68,0.503,0.503
1,0.51,ForceRandom,0.69,0.502,0.503
1,0.51,ForceRandom,0.7,0.503,0.504
1,0.51,ForceRandom,0.71,0.503,0.502
1,0.51,ForceRandom,0.72,0.503,0.503
1,0.51,ForceRandom,0.73,0.504,0.503
1,0.51,ForceRandom,0.74,0.504,0.503
1,0.51,ForceRandom,0.75,0.503,0.501
1,0.51,ForceRandom,0.76,0.502,0.502
1,0.51,ForceRandom,0.77,0.503,0.502
1,0.51,ForceRandom,0.78,0.501,0.502
1,0.51,ForceRandom,0.79,0.502,0.504
1,0.51,ForceRandom,0.8,0.503,0.501
1,0.51,ForceRandom,0.81,0.5,0.501
1,0.51,ForceRandom,0.82,0.503,0.502
1,0.51,ForceRandom,0.83,0.501,0.5
1,0.51,ForceRandom,0.84,0.502,0.502
1,0.51,ForceRandom,0.85,0.501,0.501
1,0.51,ForceRandom,0.86,0.502,0.501
1,0.51,ForceRandom,0.87,0.501,0.503
1,0.51,ForceRandom,0.88,0.5,0.502
1,0.51,ForceRandom,0.89,0.5,0.503
1,0.51,ForceRandom,0.9,0.5,0.501
1,0.51,ForceRandom,0.91,0.501,0.502
1,0.51,ForceRandom,0.92,0.499,0.501
1,0.51,ForceRandom,0.93,0.501,0.5
1,0.51,ForceRandom,0.94,0.5,0.501
1,0.51,ForceRandom,0.95,0.501,0.499
1,0.51,ForceRandom,0.96,0.501,0.499
1,0.51,ForceRandom,0.97,0.5,0.499
1,0.51,ForceRandom,0.98,0.5,0.499
1,0.51,ForceRandom,0.99,0.499,0.499
1,0.51,ForceRandom,1,0.5,0.499
1,0.51,ForceWrong,0,0.511,0.512
1,0.51,ForceWrong,0.01,0.504,0.505
1,0.51,ForceWrong,0.02,0.501,0.498
1,0.51,ForceWrong,0.03,0.496,0.495
1,0.51,ForceWrong,0.04,0.49,0.489
1,0.51,ForceWrong,0.05,0.485,0.485
1,0.51,ForceWrong,0.06,0.478,0.479
1,0.51,ForceWrong,0.07,0.475,0.474
1,0.51,ForceWrong,0.08,0.469,0.469
1,0.51,ForceWrong,0.09,0.464,0.463
1,0.51,ForceWrong,0.1,0.46,0.458
1,0.51,ForceWrong,0.11,0.454,0.455
1,0.51,ForceWrong,0.12,0.449,0.449
1,0.51,ForceWrong,0.13,0.444,0.445
1,0.51,ForceWrong,0.14,0.438,0.438
1,0.51,ForceWrong,0.15,0.434,0.433
1,0.51,ForceWrong,0.16,0.427,0.428
1,0.51,ForceWrong,0.17,0.423,0.422
1,0.51,ForceWrong,0.18,0.42,0.418
1,0.51,ForceWrong,0.19,0.412,0.413
1,0.51,ForceWrong,0.2,0.407,0.409
1,0.51,ForceWrong,0.21,0.403,0.402
1,0.51,ForceWrong,0.22,0.398,0.397
1,0.51,ForceWrong,0.23,0.391,0.393
1,0.51,ForceWrong,0.24,0.386,0.386
1,0.51,ForceWrong,0.25,0.384,0.383
1,0.51,ForceWrong,0.26,0.377,0.375
1,0.51,ForceWrong,0.27,0.372,0.371
1,0.51,ForceWrong,0.28,0.366,0.368
1,0.51,ForceWrong,0.29,0.362,0.362
1,0.51,ForceWrong,0.3,0.358,0.355
1,0.51,ForceWrong,0.31,0.351,0.352
1,0.51,ForceWrong,0.32,0.347,0.347
1,0.51,ForceWrong,0.33,0.341,0.341
1,0.51,ForceWrong,0.34,0.336,0.335
1,0.51,ForceWrong,0.35,0.33,0.333
1,0.51,ForceWrong,0.36,0.328,0.325
1,0.51,ForceWrong,0.37,0.322,0.322
1,0.51,ForceWrong,0.38,0.317,0.316
1,0.51,ForceWrong,0.39,0.312,0.31
1,0.51,ForceWrong,0.4,0.307,0.304
1,0.51,ForceWrong,0.41,0.3,0.301
1,0.51,ForceWrong,0.42,0.296,0.296
1,0.51,ForceWrong,0.43,0.289,0.292
1,0.51,ForceWrong,0.44,0.285,0.286
1,0.51,ForceWrong,0.45,0.281,0.28
1,0.51,ForceWrong,0.46,0.274,0.275
1,0.51,ForceWrong,0.47,0.27,0.27
1,0.51,ForceWrong,0.48,0.265,0.266
1,0.51,ForceWrong,0.49,0.261,0.261
1,0.51,ForceWrong,0.5,0.254,0.255
1,0.51,ForceWrong,0.51,0.25,0.251
1,0.51,ForceWrong,0.52,0.245,0.245
1,0.51,ForceWrong,0.53,0.241,0.24
1,0.51,ForceWrong,0.54,0.234,0.234
1,0.51,ForceWrong,0.55,0.229,0.228
1,0.51,ForceWrong,0.56,0.225,0.225
1,0.51,ForceWrong,0.57,0.219,0.219
1,0.51,ForceWrong,0.58,0.215,0.214
1,0.51,ForceWrong,0.59,0.209,0.209
1,0.51,ForceWrong,0.6,0.203,0.205
1,0.51,ForceWrong,0.61,0.197,0.2
1,0.51,ForceWrong,0.62,0.194,0.193
1,0.51,ForceWrong,0.63,0.189,0.188
1,0.51,ForceWrong,0.64,0.182,0.183
1,0.51,ForceWrong,0.65,0.179,0.179
1,0.51,ForceWrong,0.66,0.177,0.174
1,0.51,ForceWrong,0.67,0.168,0.169
1,0.51,ForceWrong,0.68,0.163,0.164
1,0.51,ForceWrong,0.69,0.159,0.159
1,0.51,ForceWrong,0.7,0.152,0.152
1,0.51,ForceWrong,0.71,0.148,0.148
1,0.51,ForceWrong,0.72,0.144,0.142
1,0.51,ForceWrong,0.73,0.137,0.138
1,0.51,ForceWrong,0.74,0.131,0.134
1,0.51,ForceWrong,0.75,0.127,0.13
1,0.51,ForceWrong,0.76,0.123,0.123
1,0.51,ForceWrong,0.77,0.116,0.117
1,0.51,ForceWrong,0.78,0.111,0.113
1,0.51,ForceWrong,0.79,0.108,0.105
1,0.51,ForceWrong,0.8,0.101,0.102
1,0.51,ForceWrong,0.81,0.097,0.098
1,0.51,ForceWrong,0.82,0.092,0.09
1,0.51,ForceWrong,0.83,0.089,0.087
1,0.51,ForceWrong,0.84,0.083,0.082
1,0.51,ForceWrong,0.85,0.077,0.076
1,0.51,ForceWrong,0.86,0.072,0.071
1,0.51,ForceWrong,0.87,0.066,0.066
1,0.51,ForceWrong,0.88,0.061,0.06
1,0.51,ForceWrong,0.89,0.056,0.056
1,0.51,ForceWrong,0.9,0.05,0.052
1,0.51,ForceWrong,0.91,0.047,0.046
1,0.51,ForceWrong,0.92,0.04,0.041
1,0.51,ForceWrong,0.93,0.036,0.035
1,0.51,ForceWrong,0.94,0.031,0.031
1,0.51,ForceWrong,0.95,0.024,0.026
1,0.51,ForceWrong,0.96,0.021,0.019
1,0.51,ForceWrong,0.97,0.015,0.017
1,0.51,ForceWrong,0.98,0.01,0.009
1,0.51,ForceWrong,0.99,0.006,0.006
1,0.51,ForceWrong,1,0,0
1,0.6,ForceRandom,0,0.602,0.601
1,0.6,ForceRandom,0.01,0.601,0.599
1,0.6,ForceRandom,0.02,0.599,0.597
1,0.6,ForceRandom,0.03,0.597,0.597
1,0.6,ForceRandom,0.04,0.596,0.596
1,0.6,ForceRandom,0.05,0.595,0.595
1,0.6,ForceRandom,0.06,0.594,0.594
1,0.6,ForceRandom,0.07,0.594,0.592
1,0.6,ForceRandom,0.08,0.593,0.592
1,0.6,ForceRandom,0.09,0.592,0.589
1,0.6,ForceRandom,0.1,0.591,0.59
1,0.6,ForceRandom,0.11,0.59,0.589
1,0.6,ForceRandom,0.12,0.587,0.586
1,0.6,ForceRandom,0.13,0.585,0.587
1,0.6,ForceRandom,0.14,0.586,0.585
1,0.6,ForceRandom,0.15,0.586,0.585
1,0.6,ForceRandom,0.16,0.584,0.583
1,0.6,ForceRandom,0.17,0.583,0.583
1,0.6,ForceRandom,0.18,0.582,0.582
1,0.6,ForceRandom,0.19,0.583,0.581
1,0.6,ForceRandom,0.2,0.579,0.579
1,0.6,ForceRandom,0.21,0.58,0.577
1,0.6,ForceRandom,0.22,0.577,0.576
1,0.6,ForceRandom,0.23,0.578,0.577
1,0.6,ForceRandom,0.24,0.576,0.576
1,0.6,ForceRandom,0.25,0.576,0.576
1,0.6,ForceRandom,0.26,0.573,0.575
1,0.6,ForceRandom,0.27,0.573,0.572
1,0.6,ForceRandom,0.28,0.571,0.571
1,0.6,ForceRandom,0.29,0.572,0.57
1,0.6,ForceRandom,0.3,0.569,0.57
1,0.6,ForceRandom,0.31,0.568,0.57
1,0.6,ForceRandom,0.32,0.569,0.568
1,0.6,ForceRandom,0.33,0.567,0.568
1,0.6,ForceRandom,0.34,0.564,0.565
1,0.6,ForceRandom,0.35,0.563,0.564
1,0.6,ForceRandom,0.36,0.564,0.564
1,0.6,ForceRandom,0.37,0.562,0.562
1,0.6,ForceRandom,0.38,0.561,0.561
1,0.6,ForceRandom,0.39,0.561,0.56
1,0.6,ForceRandom,0.4,0.561,0.561
1,0.6,ForceRandom,0.41,0.557,0.557
1,0.6,ForceRandom,0.42,0.558,0.557
1,0.6,ForceRandom,0.43,0.558,0.556
1,0.6,ForceRandom,0.44,0.557,0.555
1,0.6,ForceRandom,0.45,0.556,0.555
1,0.6,ForceRandom,0.46,0.553,0.554
1,0.6,ForceRandom,0.47,0.552,0.554
1,0.6,ForceRandom,0.48,0.551,0.553
1,0.6,ForceRandom,0.49,0.55,0.552
1,0.6,ForceRandom,0.5,0.549,0.548
1,0.6,ForceRandom,0.51,0.551,0.55
1,0.6,ForceRandom,0.52,0.548,0.548
1,0.6,ForceRandom,0.53,0.547,0.547
1,0.6,ForceRandom,0.54,0.545,0.545
1,0.6,ForceRandom,0.55,0.545,0.545
1,0.6,ForceRandom,0.56,0.544,0.544
1,0.6,ForceRandom,0.57,0.543,0.541
1,0.6,ForceRandom,0.58,0.541,0.541
1,0.6,ForceRandom,0.59,0.541,0.54
1,0.6,ForceRandom,0.6,0.54,0.54
1,0.6,ForceRandom,0.61,0.538,0.539
1,0.6,ForceRandom,0.62,0.538,0.537
1,0.6,ForceRandom,0.63,0.535,0.535
1,0.6,ForceRandom,0.64,0.536,0.536
1,0.6,ForceRandom,0.65,0.535,0.534
1,0.6,ForceRandom,0.66,0.534,0.535
1,0.6,ForceRandom,0.67,0.533,0.533
1,0.6,ForceRandom,0.68,0.533,0.532
1,0.6,ForceRandom,0.69,0.529,0.531
1,0.6,ForceRandom,0.7,0.53,0.53
1,0.6,ForceRandom,0.71,0.528,0.53
1,0.6,ForceRandom,0.72,0.528,0.527
1,0.6,ForceRandom,0.73,0.529,0.526
1,0.6,ForceRandom,0.74,0.526,0.525
1,0.6,ForceRandom,0.75,0.526,0.524
1,0.6,ForceRandom,0.76,0.525,0.524
1,0.6,ForceRandom,0.77,0.523,0.524
1,0.6,ForceRandom,0.78,0.523,0.522
1,0.6,ForceRandom,0.79,0.521,0.521
1,0.6,ForceRandom,0.8,0.52,0.52
1,0.6,ForceRandom,0.81,0.52,0.519
1,0.6,ForceRandom,0.82,0.518,0.518
1,0.6,ForceRandom,0.83,0.514,0.517
1,0.6,ForceRandom,0.84,0.515,0.517
1,0.6,ForceRandom,0.85,0.514,0.514
1,0.6,ForceRandom,0.86,0.513,0.513
1,0.6,ForceRandom,0.87,0.514,0.513
1,0.6,ForceRandom,0.88,0.512,0.51
1,0.6,ForceRandom,0.89,0.512,0.511
1,0.6,ForceRandom,0.9,0.508,0.512
1,0.6,ForceRandom,0.91,0.51,0.51
1,0.6,ForceRandom,0.92,0.508,0.506
1,0.6,ForceRandom,0.93,0.507,0.507
1,0.6,ForceRandom,0.94,0.506,0.506
1,0.6,ForceRandom,0.95,0.504,0.504
1,0.6,ForceRandom,0.96,0.504,0.502
1,0.6,ForceRandom,0.97,0.501,0.502
1,0.6,ForceRandom,0.98,0.501,0.502
1,0.6,ForceRandom,0.99,0.5,0.501
1,0.6,ForceRandom,1,0.5,0.5
1,0.6,ForceWrong,0,0.599,0.598
1,0.6,ForceWrong,0.01,0.594,0.594
1,0.6,ForceWrong,0.02,0.588,0.59
1,0.6,ForceWrong,0.03,0.582,0.582
1,0.6,ForceWrong,0.04,0.575,0.577
1,0.6,ForceWrong,0.05,0.569,0.57
1,0.6,ForceWrong,0.06,0.564,0.566
1,0.6,ForceWrong,0.07,0.558,0.559
1,0.6,ForceWrong,0.08,0.551,0.553
1,0.6,ForceWrong,0.09,0.546,0.548
1,0.6,ForceWrong,0.1,0.54,0.54
1,0.6,ForceWrong,0.11,0.535,0.534
1,0.6,ForceWrong,0.12,0.529,0.527
1,0.6,ForceWrong,0.13,0.522,0.521
1,0.6,ForceWrong,0.14,0.518,0.516
1,0.6,ForceWrong,0.15,0.509,0.51
1,0.6,ForceWrong,0.16,0.504,0.503
1,0.6,ForceWrong,0.17,0.498,0.498
1,0.6,ForceWrong,0.18,0.491,0.492
1,0.6,ForceWrong,0.19,0.485,0.485
1,0.6,ForceWrong,0.2,0.482,0.482
1,0.6,ForceWrong,0.21,0.473,0.473
1,0.6,ForceWrong,0.22,0.467,0.468
1,0.6,ForceWrong,0.23,0.463,0.463
1,0.6,ForceWrong,0.24,0.455,0.456
1,0.6,ForceWrong,0.25,0.45,0.449
1,0.6,ForceWrong,0.26,0.443,0.443
1,0.6,ForceWrong,0.27,0.437,0.437
1,0.6,ForceWrong,0.28,0.431,0.432
1,0.6,ForceWrong,0.29,0.427,0.427
1,0.6,ForceWrong,0.3,0.42,0.421
1,0.6,ForceWrong,0.31,0.413,0.414
1,0.6,ForceWrong,0.32,0.407,0.408
1,0.6,ForceWrong,0.33,0.402,0.402
1,0.6,ForceWrong,0.34,0.395,0.396
1,0.6,ForceWrong,0.35,0.389,0.391
1,0.6,ForceWrong,0.36,0.385,0.385
1,0.6,ForceWrong,0.37,0.377,0.378
1,0.6,ForceWrong,0.38,0.372,0.371
1,0.6,ForceWrong,0.39,0.365,0.365
1,0.6,ForceWrong,0.4,0.358,0.361
1,0.6,ForceWrong,0.41,0.353,0.354
1,0.6,ForceWrong,0.42,0.349,0.348
1,0.6,ForceWrong,0.43,0.342,0.341
1,0.6,ForceWrong,0.44,0.336,0.335
1,0.6,ForceWrong,0.45,0.328,0.33
1,0.6,ForceWrong,0.46,0.324,0.324
1,0.6,ForceWrong,0.47,0.317,0.318
1,0.6,ForceWrong,0.48,0.311,0.31
1,0.6,ForceWrong,0.49,0.306,0.307
1,0.6,ForceWrong,0.5,0.3,0.299
1,0.6,ForceWrong,0.51,0.296,0.294
1,0.6,ForceWrong,0.52,0.288,0.289
1,0.6,ForceWrong,0.53,0.282,0.283
1,0.6,ForceWrong,0.54,0.275,0.277
1,0.6,ForceWrong,0.55,0.269,0.27
1,0.6,ForceWrong,0.56,0.265,0.265
1,0.6,ForceWrong,0.57,0.258,0.258
1,0.6,ForceWrong,0.58,0.252,0.251
1,0.6,ForceWrong,0.59,0.247,0.246
1,0.6,ForceWrong,0.6,0.239,0.239
1,0.6,ForceWrong,0.61,0.235,0.232
1,0.6,ForceWrong,0.62,0.227,0.227
1,0.6,ForceWrong,0.63,0.222,0.222
1,0.6,ForceWrong,0.64,0.216,0.217
1,0.6,ForceWrong,0.65,0.21,0.211
1,0.6,ForceWrong,0.66,0.204,0.205
1,0.6,ForceWrong,0.67,0.198,0.199
1,0.6,ForceWrong,0.68,0.192,0.192
1,0.6,ForceWrong,0.69,0.186,0.186
1,0.6,ForceWrong,0.7,0.181,0.18
1,0.6,ForceWrong,0.71,0.174,0.174
1,0.6,ForceWrong,0.72,0.168,0.167
1,0.6,ForceWrong,0.73,0.163,0.161
1,0.6,ForceWrong,0.74,0.157,0.156
1,0.6,ForceWrong,0.75,0.149,0.151
1,0.6,ForceWrong,0.76,0.145,0.145
1,0.6,ForceWrong,0.77,0.138,0.138
1,0.6,ForceWrong,0.78,0.132,0.135
1,0.6,ForceWrong,0.79,0.126,0.126
1,0.6,ForceWrong,0.8,0.12,0.12
1,0.6,ForceWrong,0.81,0.115,0.114
1,0.6,ForceWrong,0.82,0.109,0.108
1,0.6,ForceWrong,0.83,0.102,0.102
1,0.6,ForceWrong,0.84,0.096,0.097
1,0.6,ForceWrong,0.85,0.09,0.09
1,0.6,ForceWrong,0.86,0.084,0.083
1,0.6,ForceWrong,0.87,0.079,0.077
1,0.6,ForceWrong,0.88,0.071,0.071
1,0.6,ForceWrong,0.89,0.066,0.067
1,0.6,ForceWrong,0.9,0.06,0.06
1,0.6,ForceWrong,0.91,0.054,0.054
1,0.6,ForceWrong,0.92,0.048,0.05
1,0.6,ForceWrong,0.93,0.041,0.041
1,0.6,ForceWrong,0.94,0.036,0.035
1,0.6,ForceWrong,0.95,0.031,0.031
1,0.6,ForceWrong,0.96,0.023,0.024
1,0.6,ForceWrong,0.97,0.019,0.017
1,0.6,ForceWrong,0.98,0.013,0.013
1,0.6,ForceWrong,0.99,0.006,0.006
1,0.6,ForceWrong,1,0,0
1,0.7,ForceRandom,0,0.699,0.7
1,0.7,ForceRandom,0.01,0.696,0.695
1,0.7,ForceRandom,0.02,0.694,0.696
1,0.7,ForceRandom,0.03,0.693,0.691
1,0.7,ForceRandom,0.04,0.689,0.692
1,0.7,ForceRandom,0.05,0.688,0.689
1,0.7,ForceRandom,0.06,0.686,0.688
1,0.7,ForceRandom,0.07,0.683,0.684
1,0.7,ForceRandom,0.08,0.683,0.683
1,0.7,ForceRandom,0.09,0.68,0.679
1,0.7,ForceRandom,0.1,0.678,0.677
1,0.7,ForceRandom,0.11,0.677,0.679
1,0.7,ForceRandom,0.12,0.675,0.677
1,0.7,ForceRandom,0.13,0.674,0.673
1,0.7,ForceRandom,0.14,0.673,0.671
1,0.7,ForceRandom,0.15,0.667,0.669
1,0.7,ForceRandom,0.16,0.667,0.667
1,0.7,ForceRandom,0.17,0.665,0.664
1,0.7,ForceRandom,0.18,0.663,0.664
1,0.7,ForceRandom,0.19,0.662,0.661
1,0.7,ForceRandom,0.2,0.66,0.661
1,0.7,ForceRandom,0.21,0.657,0.659
1,0.7,ForceRandom,0.22,0.655,0.655
1,0.7,ForceRandom,0.23,0.654,0.654
1,0.7,ForceRandom,0.24,0.652,0.651
1,0.7,ForceRandom,0.25,0.649,0.649
1,0.7,ForceRandom,0.26,0.648,0.647
1,0.7,ForceRandom,0.27,0.646,0.645
1,0.7,ForceRandom,0.28,0.642,0.642
1,0.7,ForceRandom,0.29,0.641,0.642
1,0.7,ForceRandom,0.3,0.64,0.639
1,0.7,ForceRandom,0.31,0.638,0.637
1,0.7,ForceRandom,0.32,0.635,0.636
1,0.7,ForceRandom,0.33,0.633,0.632
1,0.7,ForceRandom,0.34,0.632,0.633
1,0.7,ForceRandom,0.35,0.631,0.63
1,0.7,ForceRandom,0.36,0.626,0.628
1,0.7,ForceRandom,0.37,0.626,0.626
1,0.7,ForceRandom,0.38,0.623,0.625
1,0.7,ForceRandom,0.39,0.621,0.622
1,0.7,ForceRandom,0.4,0.62,0.62
1,0.7,ForceRandom,0.41,0.617,0.618
1,0.7,ForceRandom,0.42,0.614,0.613
1,0.7,ForceRandom,0.43,0.615,0.615
1,0.7,ForceRandom,0.44,0.612,0.61
1,0.7,ForceRandom,0.45,0.611,0.609
1,0.7,ForceRandom,0.46,0.608,0.607
1,0.7,ForceRandom,0.47,0.606,0.606
1,0.7,ForceRandom,0.48,0.602,0.605
1,0.7,ForceRandom,0.49,0.601,0.601
1,0.7,ForceRandom,0.5,0.598,0.599
1,0.7,ForceRandom,0.51,0.597,0.598
1,0.7,ForceRandom,0.52,0.596,0.597
1,0.7,ForceRandom,0.53,0.594,0.592
1,0.7,ForceRandom,0.54,0.594,0.591
1,0.7,ForceRandom,0.55,0.589,0.588
1,0.7,ForceRandom,0.56,0.59,0.587
1,0.7,ForceRandom,0.57,0.585,0.585
1,0.7,ForceRandom,0.58,0.582,0.583
1,0.7,ForceRandom,0.59,0.581,0.581
1,0.7,ForceRandom,0.6,0.578,0.58
1,0.7,ForceRandom,0.61,0.577,0.578
1,0.7,ForceRandom,0.62,0.575,0.574
1,0.7,ForceRandom,0.63,0.573,0.574
1,0.7,ForceRandom,0.64,0.571,0.569
1,0.7,ForceRandom,0.65,0.572,0.57
1,0.7,ForceRandom,0.66,0.568,0.566
1,0.7,ForceRandom,0.67,0.564,0.565
1,0.7,ForceRandom,0.68,0.564,0.564
1,0.7,ForceRandom,0.69,0.56,0.56
1,0.7,ForceRandom,0.7,0.559,0.559
1,0.7,ForceRandom,0.71,0.556,0.556
1,0.7,ForceRandom,0.72,0.554,0.555
1,0.7,ForceRandom,0.73,0.554,0.553
1,0.7,ForceRandom,0.74,0.552,0.551
1,0.7,ForceRandom,0.75,0.547,0.55
1,0.7,ForceRandom,0.76,0.547,0.549
1,0.7,ForceRandom,0.77,0.544,0.545
1,0.7,ForceRandom,0.78,0.544,0.545
1,0.7,ForceRandom,0.79,0.541,0.54
1,0.7,ForceRandom,0.8,0.538,0.538
1,0.7,ForceRandom,0.81,0.538,0.538
1,0.7,ForceRandom,0.82,0.535,0.537
1,0.7,ForceRandom,0.83,0.535,0.534
1,0.7,ForceRandom,0.84,0.533,0.531
1,0.7,ForceRandom,0.85,0.53,0.53
1,0.7,ForceRandom,0.86,0.529,0.527
1,0.7,ForceRandom,0.87,0.526,0.526
1,0.7,ForceRandom,0.88,0.525,0.524
1,0.7,ForceRandom,0.89,0.52,0.521
1,0.7,ForceRandom,0.9,0.521,0.519
1,0.7,ForceRandom,0.91,0.516,0.517
1,0.7,ForceRandom,0.92,0.516,0.517
1,0.7,ForceRandom,0.93,0.513,0.514
1,0.7,ForceRandom,0.94,0.511,0.513
1,0.7,ForceRandom,0.95,0.511,0.509
1,0.7,ForceRandom,0.96,0.509,0.507
1,0.7,ForceRandom,0.97,0.506,0.505
1,0.7,ForceRandom,0.98,0.504,0.504
1,0.7,ForceRandom,0.99,0.502,0.501
1,0.7,ForceRandom,1,0.5,0.499
1,0.7,ForceWrong,0,0.698,0.7
1,0.7,ForceWrong,0.01,0.692,0.693
1,0.7,ForceWrong,0.02,0.687,0.685
1,0.7,ForceWrong,0.03,0.677,0.677
1,0.7,ForceWrong,0.04,0.671,0.671
1,0.7,ForceWrong,0.05,0.663,0.663
